location,date,SO2,PM10,O3,NO2,CO,PM25
DSD,20160208,0.004,63,0.028,0.012,0.4,
DSD,20160209,0.003,51,0.026,0.009,0.3,
DSD,20160210,0.002,41,0.009,0.022,0.5,
DSD,20160211,0.003,48,0.008,0.024,0.6,
DSD,20160212,0.002,35,0.004,0.028,1,
DSD,20160213,0.001,18,0.005,0.022,0.9,
DSD,20160214,0.001,30,0.022,0.006,0.3,
DSD,20160215,0.002,25,0.025,0.008,0.2,
DSD,20160216,0.002,31,0.02,0.012,0.3,
DSD,20160217,0.002,32,0.016,0.015,0.3,
DSD,20160218,0.003,41,0.018,0.019,0.4,
DSD,20160219,0.004,75,0.012,0.022,0.5,
DSD,20160220,0.003,64,0.016,0.017,0.4,
DSD,20160221,0.002,26,0.027,0.009,0.2,
DSD,20160222,0.003,39,0.013,0.019,0.3,
DSD,20160223,0.003,56,0.021,0.013,0.3,
DSD,20160224,0.003,26,0.024,0.01,0.3,
DSD,20160225,0.004,39,0.02,0.015,0.4,
DSD,20160226,0.002,59,0.021,0.016,0.5,
DSD,20160227,0.003,54,0.02,0.018,0.5,
DSD,20160228,0.003,51,0.007,0.023,0.6,
DSD,20160229,0.003,40,0.028,0.009,0.3,
DHD,20160201,0.004,41,0.016,0.015,0.3,
DHD,20160202,0.005,51,0.011,0.025,0.5,
DHD,20160203,0.006,61,0.007,0.03,0.7,
DHD,20160204,0.006,62,0.008,0.032,0.8,
DHD,20160205,0.006,50,0.01,0.028,0.6,
DHD,20160206,0.005,51,0.015,0.022,0.4,
DHD,20160207,0.004,46,0.012,0.023,0.5,
DHD,20160208,0.006,65,0.022,0.021,0.6,
DHD,20160209,0.004,58,0.02,0.017,0.3,
DHD,20160210,0.006,45,0.008,0.026,0.6,
DHD,20160211,0.007,57,0.007,0.03,0.7,
DHD,20160212,0.005,43,0.007,0.036,1.1,
DHD,20160213,0.005,35,0.005,0.027,1.1,
DHD,20160214,0.002,36,0.017,0.01,0.2,
DHD,20160215,0.002,39,0.019,0.014,0.2,
DHD,20160216,0.002,40,0.015,0.017,0.3,
DHD,20160217,0.004,39,0.013,0.019,0.4,
DHD,20160218,0.005,55,0.012,0.027,0.6,
DHD,20160219,0.006,97,0.01,0.027,0.7,
DHD,20160220,0.005,90,0.01,0.023,0.5,
DHD,20160221,0.004,38,0.02,0.016,0.3,
DHD,20160222,0.005,51,0.009,0.025,0.5,
DHD,20160223,0.004,72,0.017,0.02,0.4,
DHD,20160224,0.003,38,0.019,0.017,0.2,
DHD,20160225,0.004,48,0.016,0.023,0.4,
DHD,20160226,0.004,73,0.016,0.024,0.4,
DHD,20160227,0.005,78,0.014,0.024,0.5,
DHD,20160228,0.005,74,0.005,0.026,0.6,
DHD,20160229,0.003,59,0.02,0.018,0.3,
WPD,20160201,0.003,28,0.021,0.021,0.4,
WPD,20160202,0.004,38,0.014,0.029,0.5,
WPD,20160203,0.003,45,0.017,0.026,0.6,
WPD,20160204,0.004,46,0.016,0.031,0.7,
WPD,20160205,0.004,37,0.017,0.028,0.6,
WPD,20160206,0.004,42,0.022,0.022,0.6,
WPD,20160207,0.003,37,0.023,0.014,0.5,
WPD,20160208,0.004,64,0.034,0.012,0.6,
WPD,20160209,0.003,53,0.028,0.015,0.5,
WPD,20160210,0.002,37,0.013,0.027,0.6,
WPD,20160211,0.004,52,0.006,0.042,0.9,
WPD,20160212,0.003,32,0.002,0.048,1.3,
WPD,20160213,0.002,20,0.006,0.038,1.3,
WPD,20160214,0.002,30,0.024,0.012,0.5,
WPD,20160215,0.002,30,0.026,0.016,0.4,
WPD,20160216,0.002,27,0.025,0.014,0.4,
WPD,20160217,0.002,31,0.021,0.017,0.3,
WPD,20160218,0.003,37,0.027,0.017,0.4,
WPD,20160219,0.004,81,0.013,0.037,0.8,
WPD,20160220,0.003,67,0.015,0.034,0.6,
WPD,20160221,0.003,27,0.026,0.017,0.3,
WPD,20160222,0.003,38,0.015,0.029,0.5,
WPD,20160223,0.003,59,0.022,0.026,0.4,
WPD,20160224,0.003,28,0.024,0.019,0.3,
WPD,20160225,0.003,37,0.027,0.017,0.4,
WPD,20160226,0.002,52,0.027,0.02,0.6,
WPD,20160227,0.003,52,0.019,0.033,0.7,
WPD,20160228,0.002,48,0.008,0.038,0.8,
WPD,20160229,0.003,42,0.028,0.021,0.4,
UND,20160301,0.003,34,0.023,0.017,0.4,
UND,20160302,0.003,33,0.021,0.023,0.5,
UND,20160303,0.005,76,0.011,0.035,0.8,
UND,20160304,0.005,68,0.007,0.032,0.8,
UND,20160305,0.003,17,0.014,0.019,0.5,
UND,20160306,0.004,62,0.02,0.015,0.5,
UND,20160307,0.005,116,0.013,0.026,0.6,
UND,20160308,0.005,102,0.013,0.024,0.5,
UND,20160309,0.004,60,0.021,0.017,0.3,
UND,20160310,0.003,60,0.024,0.014,0.3,
UND,20160311,0.003,49,0.022,0.019,0.3,
UND,20160312,0.004,70,0.019,0.025,0.5,
UND,20160313,0.005,89,0.021,0.028,0.5,
UND,20160314,0.006,86,0.019,0.03,0.6,
UND,20160315,0.005,86,0.016,0.034,0.8,
UND,20160316,0.005,77,0.019,0.033,0.6,
UND,20160317,0.005,83,0.013,0.037,0.7,
UND,20160318,0.004,55,0.005,0.034,0.8,
UND,20160319,0.004,71,0.021,0.024,0.7,
UND,20160320,0.003,73,0.03,0.016,0.5,
UND,20160321,0.003,64,0.024,0.024,0.6,
UND,20160322,0.004,66,0.034,0.024,0.5,
UND,20160323,0.004,81,0.034,0.019,0.4,
UND,20160324,0.004,53,0.02,0.022,0.4,
UND,20160325,0.004,70,0.023,0.023,0.4,
UND,20160326,0.004,69,0.033,0.018,0.4,
UND,20160327,0.003,60,0.041,0.014,0.3,
UND,20160328,0.005,75,0.035,0.027,0.5,
UND,20160329,0.004,95,0.046,0.024,0.5,
UND,20160330,0.005,78,0.04,0.023,0.5,
UND,20160331,0.007,85,0.018,0.036,0.6,
MPD,20160301,0.003,50,0.022,0.019,0.3,
MPD,20160302,0.004,54,0.017,0.026,0.4,
MPD,20160303,0.004,70,0.013,0.03,0.4,
MPD,20160304,0.004,77,0.011,0.027,0.5,
MPD,20160305,0.003,30,0.018,0.016,0.4,
MPD,20160306,0.003,72,0.022,0.012,0.3,
MPD,20160307,0.004,99,0.012,0.024,0.5,
MPD,20160308,0.004,92,0.015,0.022,0.3,
MPD,20160309,0.004,61,0.022,0.015,0.3,
MPD,20160310,0.003,41,0.029,0.011,0.2,
MPD,20160311,0.004,50,0.023,0.018,0.2,
MPD,20160312,0.005,81,0.021,0.022,0.2,
MPD,20160313,0.004,101,0.024,0.021,0.3,
MPD,20160314,0.004,120,0.02,0.027,0.4,
MPD,20160315,0.006,93,0.021,0.025,0.5,
MPD,20160316,0.007,98,0.02,0.031,0.6,
MPD,20160317,0.007,87,0.016,0.029,0.6,
MPD,20160318,0.003,71,0.007,0.028,0.7,
MPD,20160319,0.003,67,0.021,0.018,0.5,
MPD,20160320,0.003,80,0.025,0.016,0.6,
MPD,20160321,0.003,68,0.023,0.022,0.6,
MPD,20160322,0.005,68,0.027,0.026,0.6,
MPD,20160323,0.004,88,0.035,0.016,0.5,
MPD,20160324,0.004,54,0.02,0.022,0.5,
MPD,20160325,0.005,71,0.023,0.021,0.6,
MPD,20160326,0.004,78,0.025,0.021,0.6,
MPD,20160327,0.005,69,0.032,0.018,0.6,
MPD,20160328,0.006,79,0.029,0.03,0.6,
MPD,20160329,0.005,117,0.038,0.027,0.7,
MPD,20160330,0.006,90,0.034,0.028,0.5,
MPD,20160331,0.005,78,0.019,0.033,0.6,
MCD,20160301,0.004,37,0.029,0.017,0.5,
MCD,20160302,0.005,31,0.027,0.022,0.5,
MCD,20160303,0.005,55,0.017,0.034,0.6,
MCD,20160304,0.006,50,0.012,0.031,0.7,
MCD,20160305,0.004,21,0.021,0.018,0.5,
MCD,20160306,0.003,59,0.021,0.021,0.4,
MCD,20160307,0.004,87,0.018,0.026,0.6,
MCD,20160308,0.006,86,0.016,0.029,0.5,
MCD,20160309,0.004,52,0.025,0.019,0.4,
MCD,20160310,0.004,33,0.032,0.013,0.4,
MCD,20160311,0.004,36,0.028,0.018,0.4,
MCD,20160312,0.005,54,0.029,0.021,0.5,
MCD,20160313,0.006,84,0.026,0.029,0.7,
MCD,20160314,0.005,101,0.022,0.033,0.8,
MCD,20160315,0.005,64,0.024,0.03,0.7,
MCD,20160316,0.005,59,0.025,0.03,0.6,
MCD,20160317,0.004,53,0.021,0.032,0.5,
MCD,20160318,0.004,41,0.011,0.03,0.6,
MCD,20160319,0.003,62,0.025,0.025,0.5,
MCD,20160320,0.003,72,0.029,0.019,0.5,
MCD,20160321,0.003,54,0.034,0.019,0.4,
MCD,20160322,0.003,57,0.042,0.02,0.4,
MCD,20160323,0.004,74,0.04,0.02,0.4,
MCD,20160324,0.004,44,0.027,0.021,0.4,
MCD,20160325,0.004,52,0.028,0.022,0.5,
MCD,20160326,0.003,62,0.037,0.019,0.5,
MCD,20160327,0.004,58,0.044,0.016,0.5,
MCD,20160328,0.004,66,0.045,0.025,0.6,
MCD,20160329,0.004,80,0.059,0.018,0.5,
MCD,20160330,0.004,73,0.045,0.025,0.4,
MCD,20160331,0.004,67,0.023,0.035,0.5,
GSD,20160301,0.002,33,0.029,0.007,0.3,
GSD,20160302,0.002,35,0.024,0.01,0.3,
GSD,20160303,0.003,54,0.016,0.015,0.5,
GSD,20160304,0.003,63,0.005,0.018,0.6,
GSD,20160305,0.002,23,0.014,0.011,0.3,
GSD,20160306,0.002,52,0.024,0.007,0.2,
GSD,20160307,0.003,82,0.015,0.012,0.4,
GSD,20160308,0.003,68,0.021,0.01,0.3,
GSD,20160309,0.003,42,0.028,0.007,0.4,
GSD,20160310,0.003,29,0.03,0.005,0.3,
GSD,20160311,0.003,32,0.032,0.006,0.3,
GSD,20160312,0.003,52,0.024,0.014,0.4,
GSD,20160313,0.004,78,0.027,0.015,0.5,
GSD,20160314,0.003,84,0.035,0.01,0.5,
GSD,20160315,0.004,63,0.021,0.014,0.6,
GSD,20160316,0.004,64,0.022,0.019,0.4,
GSD,20160317,0.003,52,0.021,0.016,0.5,
GSD,20160318,0.002,49,0.01,0.014,0.4,
GSD,20160319,0.002,59,0.025,0.01,0.4,
GSD,20160320,0.002,63,0.032,0.007,0.3,
GSD,20160321,0.002,52,0.027,0.011,0.4,
GSD,20160322,0.003,55,0.04,0.011,0.4,
GSD,20160323,0.003,66,0.04,0.008,0.3,
GSD,20160324,0.003,38,0.03,0.009,0.3,
GSD,20160325,0.003,50,0.028,0.012,0.4,
GSD,20160326,0.002,57,0.032,0.011,0.3,
GSD,20160327,0.003,49,0.041,0.008,0.3,
GSD,20160328,0.003,61,0.037,0.015,0.5,
GSD,20160329,0.003,84,0.058,0.008,0.4,
GSD,20160330,0.004,68,0.047,0.009,0.3,
GSD,20160331,0.003,58,0.026,0.015,0.4,
NED,20160301,0.002,37,0.024,0.016,0.4,25
NED,20160302,0.002,39,0.022,0.019,0.5,25
NED,20160303,0.003,56,0.012,0.031,0.7,33
NED,20160304,0.003,67,0.003,0.034,0.9,43
NED,20160305,0.003,25,0.013,0.018,1.1,20
NED,20160306,0.002,53,0.021,0.01,0.4,24
NED,20160307,0.003,89,0.013,0.021,0.6,31
NED,20160308,0.002,73,0.02,0.015,0.4,26
NED,20160309,0.002,48,0.024,0.011,0.4,19
NED,20160310,0.002,31,0.03,0.008,0.4,15
NED,20160311,0.002,36,0.03,0.01,0.4,21
NED,20160312,0.003,58,0.025,0.018,0.5,29
NED,20160313,0.003,82,0.027,0.02,0.6,49
NED,20160314,0.003,81,0.032,0.016,0.5,60
NED,20160315,0.003,69,0.019,0.026,0.8,40
NED,20160316,0.003,69,0.016,0.025,0.6,40
NED,20160317,0.003,57,0.014,0.025,0.7,34
NED,20160318,0.002,49,0.006,0.022,0.4,38
NED,20160319,0.002,56,0.015,0.015,0.5,34
NED,20160320,0.002,64,0.021, -,0.4,36
NED,20160321,0.002,54,0.022, -,0.5,33
NED,20160322,0.002,60,0.03,0.02,0.5,36
NED,20160323,0.002,65,0.03,0.014,0.5,40
NED,20160324,0.002,41,0.027,0.013,0.3,20
NED,20160325,0.002,56,0.022,0.021,0.4,27
NED,20160326,0.002,64,0.024,0.02,0.5,37
NED,20160327,0.002,56,0.03,0.018,0.5,32
NED,20160328,0.003,68,0.034,0.021,0.6,36
NED,20160329,0.002,90,0.053,0.008,0.4,44
NED,20160330,0.003,75,0.035,0.014,0.4,35
NED,20160331,0.003,70,0.017,0.025,0.6,26
SND,20160301,0.007,27,0.028,0.013,0.4,19
SND,20160302,0.008,24,0.025,0.018,0.5,15
SND,20160303,0.012,45,0.014,0.029,0.8,30
SND,20160304,0.009,47,0.013,0.022,0.7,32
SND,20160305,0.006,15,0.02,0.012,0.4,11
SND,20160306,0.006,45,0.021,0.013,0.5,23
SND,20160307,0.007,63,0.016,0.018,0.5,27
SND,20160308,0.007,64,0.018,0.018,0.4,26
SND,20160309,0.006,38,0.023,0.014,0.4,16
SND,20160310,0.006,24,0.029,0.01,0.4,12
SND,20160311,0.006,27,0.028,0.013,0.4,16
SND,20160312,0.008,45,0.024,0.018,0.5,22
SND,20160313,0.01,64,0.024,0.022,0.7,37
SND,20160314,0.008,74,0.028,0.021,0.6,46
SND,20160315,0.009,55,0.021,0.024,0.7,31
SND,20160316,0.009,53,0.024,0.023,0.6,27
SND,20160317,0.008,42,0.018,0.025,0.6,26
SND,20160318,0.007,39,0.013,0.022,0.6,27
SND,20160319,0.005,57,0.023,0.018,0.6,34
SND,20160320,0.006,56,0.031,0.012,0.5,34
SND,20160321,0.006,43,0.031,0.015,0.5,28
SND,20160322,0.006,43,0.039,0.016,0.5,29
SND,20160323,0.005,61,0.038,0.013,0.4,36
SND,20160324,0.006,34,0.026,0.015,0.4,20
SND,20160325,0.006,41,0.027,0.016,0.5,26
SND,20160326,0.006,49,0.034,0.015,0.4,33
SND,20160327,0.007,44,0.04,0.012,0.4,31
SND,20160328,0.007,52,0.041,0.017,0.5,33
SND,20160329,0.008,70,0.047,0.016,0.6,40
SND,20160330,0.006,59,0.043,0.015,0.4,30
SND,20160331,0.007,55,0.023,0.025,0.6,26
JLD,20160301,0.002,34,0.031,0.013,0.4,21
JLD,20160302,0.003,30,0.025,0.02,0.5,19
JLD,20160303,0.003,48,0.016,0.033,0.6,26
JLD,20160304,0.002,54,0.004,0.036,0.7,40
JLD,20160305,0.002,18,0.015,0.022,0.5,
JLD,20160306,0.002,51,0.019,0.019,0.4,18
JLD,20160307,0.003,72,0.017,0.022,0.5,24
JLD,20160308,0.003,66,0.018,0.022,0.4,24
JLD,20160309,0.003,42,0.026,0.017,0.3,14
JLD,20160310,0.004,30,0.029,0.014,0.3,12
JLD,20160311,0.003,32,0.026,0.018,0.4,17
JLD,20160312,0.004,47,0.032,0.016,0.4,25
JLD,20160313,0.004,72,0.026,0.026,0.5,42
JLD,20160314,0.003,76,0.025,0.028,0.6,60
JLD,20160315,0.004,59,0.027,0.023,0.5,39
JLD,20160316,0.004,52,0.026,0.026,0.4,35
JLD,20160317,0.002,43,0.022,0.025,0.4,26
JLD,20160318,0.002,36,0.007,0.03,0.5,28
JLD,20160319,0.002,46,0.026,0.019,0.5,29
JLD,20160320,0.002,58,0.033,0.014,0.4,34
JLD,20160321,0.002,51,0.035,0.016,0.5,32
JLD,20160322,0.002,50,0.043,0.017,0.4,32
JLD,20160323,0.002,57,0.039,0.019,0.4,45
JLD,20160324,0.003,39,0.026,0.021,0.4,22
JLD,20160325,0.002,47,0.031,0.017,0.4,28
JLD,20160326,0.002,54,0.037,0.017,0.4,40
JLD,20160327,0.003,49,0.046,0.013,0.4,36
JLD,20160328,0.003,57,0.047,0.018,0.4,37
JLD,20160329,0.002,73,0.049,0.02,0.5,50
JLD,20160330,0.003,60,0.045,0.02,0.5,31
JLD,20160331,0.002,61,0.022,0.031,0.6,30
DSD,20160301,0.003,30,0.024,0.011,0.3,
DSD,20160302,0.003,28,0.021,0.015,0.4,
DSD,20160303,0.004,62,0.01,0.026,0.6,
DSD,20160304,0.003,68,0.003,0.026,0.7,
DSD,20160305,0.002,23,0.009,0.016,0.5,
DSD,20160306,0.002,64,0.019,0.011,0.2,
DSD,20160307,0.004,100,0.011,0.019,0.4,
DSD,20160308,0.004,79,0.017,0.015,0.3,
DSD,20160309,0.003,45,0.023,0.01,0.3,
DSD,20160310,0.004,31,0.026,0.009,0.3,
DSD,20160311,0.003,32,0.025,0.01,0.3,
DSD,20160312,0.004,55,0.021,0.015,0.4,
DSD,20160313,0.005,77,0.02,0.02,0.5,
DSD,20160314,0.004,70,0.024,0.018,0.5,
DSD,20160315,0.005,61,0.018,0.021,0.6,
DSD,20160316,0.005,58,0.016,0.023,0.5,
DSD,20160317,0.003,59,0.013,0.024,0.4,
DSD,20160318,0.002,45,0.005,0.025,0.5,
DSD,20160319,0.002,60,0.019,0.017,0.5,
DSD,20160320,0.002,66,0.027,0.011,0.3,
DSD,20160321,0.002,53,0.024,0.015,0.3,
DSD,20160322,0.002,56,0.023,0.015,0.4,
DSD,20160323,0.003,62,0.021,0.012,0.3,
DSD,20160324,0.003,40,0.015,0.013,0.3,
DSD,20160325,0.003,54,0.013,0.016,0.3,
DSD,20160326,0.002,56,0.019,0.013,0.3,
DSD,20160327,0.003,47,0.023,0.01,0.3,
DSD,20160328,0.004,61,0.025,0.017,0.4,
DSD,20160329,0.003,84,0.042,0.014,0.4,
DSD,20160330,0.004,71,0.036,0.015,0.4,
DSD,20160331,0.004,68,0.019,0.025,0.5,
DHD,20160301,0.004,45,0.019,0.017,0.3,
DHD,20160302,0.005,46,0.014,0.024,0.5,
DHD,20160303,0.005,67,0.008,0.03,0.6,
DHD,20160304,0.005,70,0.004,0.029,0.6,
DHD,20160305,0.004,25,0.011,0.016,0.2,
DHD,20160306,0.003,59,0.013,0.013,0.1,
DHD,20160307,0.004,86,0.008,0.018,0.1,
DHD,20160308,0.005,85,0.011,0.017,0.2,
DHD,20160309,0.004,50,0.017,0.013,0.4,
DHD,20160310,0.004,40,0.02,0.015,0.4,
DHD,20160311,0.004,42,0.019,0.017,0.4,
DHD,20160312,0.005,60,0.017,0.022,0.4,
DHD,20160313,0.006,86,0.018,0.025,0.5,
DHD,20160314,0.005,96,0.015,0.027,0.5,
DHD,20160315,0.006,70,0.012,0.029,0.5,
DHD,20160316,0.006,66,0.016,0.026,0.4,
DHD,20160317,0.006,56,0.01,0.029,0.5,
DHD,20160318,0.004,44,0.007,0.025,0.4,
DHD,20160319,0.004,70,0.016,0.019,0.4,
DHD,20160320,0.004,68,0.021,0.014,0.4,
DHD,20160321,0.004,58,0.021,0.017,0.4,
DHD,20160322,0.004,54,0.028,0.017,0.4,
DHD,20160323,0.003,75,0.026,0.017,0.3,
DHD,20160324,0.003,49,0.018,0.017,0.4,
DHD,20160325,0.004,56,0.018,0.02,0.4,
DHD,20160326,0.003,63,0.024,0.018,0.4,
DHD,20160327,0.004,57,0.028,0.017,0.3,
DHD,20160328,0.004,67,0.026,0.025,0.5,
DHD,20160329,0.005,86,0.033,0.022,0.4,
DHD,20160330,0.005,72,0.031,0.019,0.3,
DHD,20160331,0.003,69,0.014,0.028,0.4,
WPD,20160301,0.002,31,0.027,0.015,0.4,
WPD,20160302,0.002,25,0.029,0.014,0.4,
WPD,20160303,0.003,59,0.013,0.039,0.7,
WPD,20160304,0.003,71,0.004,0.042,0.8,
WPD,20160305,0.002,20,0.014,0.026,0.6,
WPD,20160306,0.001,63,0.017,0.023,0.3,
WPD,20160307,0.002,95,0.016,0.026,0.4,
WPD,20160308,0.003,81,0.015,0.031,0.3,
WPD,20160309,0.003,50,0.02,0.026,0.3,
WPD,20160310,0.004,34,0.024,0.022,0.3,
WPD,20160311,0.003,34,0.023,0.024,0.3,
WPD,20160312,0.003,52,0.028,0.017,0.3,
WPD,20160313,0.004,76,0.021,0.033,0.5,
WPD,20160314,0.003,68,0.024,0.032,0.6,
WPD,20160315,0.004,56,0.024,0.026,0.5,
WPD,20160316,0.003,53,0.026,0.026,0.4,
WPD,20160317,0.002,48,0.018,0.033,0.5,
WPD,20160318,0.001,39,0.005,0.041,0.7,
WPD,20160319,0.002,50,0.022,0.025,0.6,
WPD,20160320,0.001,62,0.031,0.014,0.4,
WPD,20160321,0.001,50,0.032,0.017,0.4,
WPD,20160322,0.002,54,0.041,0.017,0.5,
WPD,20160323,0.002,62,0.035,0.023,0.5,
WPD,20160324,0.002,40,0.022,0.026,0.5,
WPD,20160325,0.002,51,0.029,0.02,0.5,
WPD,20160326,0.002,56,0.031,0.022,0.5,
WPD,20160327,0.002,48,0.04,0.016,0.5,
WPD,20160328,0.003,58,0.043,0.019,0.5,
WPD,20160329,0.002,85,0.055,0.015,0.5,
WPD,20160330,0.003,70,0.042,0.026,0.5,
WPD,20160331,0.003,69,0.017,0.041,0.6,
UND,20160401,0.005,,0.024,0.035,0.6,
UND,20160402,0.004,85,0.039,0.028,0.6,
UND,20160403,0.004,80,0.043,0.018,0.5,
UND,20160404,0.002,19,0.029,0.016,0.4,
UND,20160405,0.003,53,0.034,0.024,0.3,
UND,20160406,0.003,71,0.03,0.034,0.5,
UND,20160407,0.002,33,0.038,0.027,0.4,
UND,20160408,0.003,96,0.042,0.025,0.5,
UND,20160409,0.004,162,0.062,0.025,0.6,
UND,20160410,0.004,178,0.06,0.022,0.6,
UND,20160411,0.003,51,0.041,0.019,0.3,
UND,20160412,0.003,47,0.031,0.031,0.3,
UND,20160413,0.002,26,0.012,0.036,0.5,
UND,20160414,0.002,56,0.026,0.027,0.5,
UND,20160415,0.002,59,0.027,0.032,0.5,
UND,20160416,0.003,46,0.025,0.034,0.5,
UND,20160417,0.002,36,0.051,0.01,0.3,
UND,20160418,0.002,59,0.048,0.018,0.3,
UND,20160419,0.002,43,0.037,0.028,0.4,
UND,20160420,0.003,56,0.012,0.044,0.5,
UND,20160421,0.003,29,0.018,0.036,0.5,
UND,20160422,0.003,69,0.056,0.017,0.5,
UND,20160423,0.006,145,0.034,0.03,0.6,
UND,20160424,0.006,174,0.029,0.033,0.5,
UND,20160425,0.006,106,0.03,0.045,0.5,
UND,20160426,0.005,87,0.041,0.039,0.5,
UND,20160427,0.002,32,0.041,0.019,0.3,
UND,20160428,0.003,39,0.027,0.027,0.4,
UND,20160429,0.003,57,0.037,0.025,0.4,
UND,20160430,0.004,64,0.06,0.021,0.4,
MPD,20160401,0.006,86,0.026,0.032,0.6,
MPD,20160402,0.005,87,0.044,0.024,0.5,
MPD,20160403,0.004,101,0.044,0.017,0.5,
MPD,20160404,0.003,37,0.027,0.017,0.3,
MPD,20160405,0.005,59,0.03,0.021,0.4,
MPD,20160406,0.004,71,0.03,0.027,0.6,
MPD,20160407,0.002,31,0.04,0.02,0.5,
MPD,20160408,0.004,103,0.033,0.028,0.5,
MPD,20160409,0.005,146,0.052,0.024,0.7,
MPD,20160410,0.004,157,0.062,0.013,0.7,
MPD,20160411,0.002,63,0.042,0.015,0.5,
MPD,20160412,0.003,47,0.032,0.023,0.5,
MPD,20160413,0.002,32,0.016,0.025,0.5,
MPD,20160414,0.003,69,0.03,0.02,0.5,
MPD,20160415,0.003,62,0.029,0.025,0.6,
MPD,20160416,0.003,55,0.03,0.025,0.6,
MPD,20160417,0.003,36,0.051,0.007,0.3,
MPD,20160418,0.004,64,0.039,0.021,0.7,
MPD,20160419,0.003,51,0.036,0.018,0.5,
MPD,20160420,0.003,69,0.011,0.038,0.5,
MPD,20160421,0.002,40,0.021,0.026,0.5,
MPD,20160422,0.004,82,0.05,0.015,0.4,
MPD,20160423,0.006,168,0.035,0.018,0.6,
MPD,20160424,0.004,174,0.029,0.024,0.6,
MPD,20160425,0.005,101,0.033,0.032,0.5,
MPD,20160426,0.005,88,0.038,0.037,0.5,
MPD,20160427,0.002,53,0.032,0.021,0.4,
MPD,20160428,0.004,46,0.031,0.018,0.3,
MPD,20160429,0.004,69,0.034,0.023,0.4,
MPD,20160430,0.005,77,0.055,0.019,0.4,
MCD,20160401,0.004,70,0.032,0.034,0.5,
MCD,20160402,0.003,73,0.053,0.025,0.4,
MCD,20160403,0.004,91,0.049,0.022,0.6,
MCD,20160404,0.002,17,0.039,0.014,0.4,
MCD,20160405,0.003,42,0.033,0.021,0.4,
MCD,20160406,0.004,51,0.038,0.025,0.4,
MCD,20160407,0.002,25,0.044,0.02,0.4,
MCD,20160408,0.004,89,0.042,0.021,0.5,
MCD,20160409,0.005,151,0.059,0.024,0.6,
MCD,20160410,0.003,170,0.065,0.016,0.6,
MCD,20160411,0.003,52,0.046,0.015,0.4,
MCD,20160412,0.003,43,0.037,0.019,0.4,
MCD,20160413,0.003,26,0.017,0.025,0.5,
MCD,20160414,0.002,48,0.032,0.021,0.4,
MCD,20160415,0.003,48,0.038,0.022,0.4,
MCD,20160416,0.003,40,0.038,0.02,0.4,
MCD,20160417,0.002,38,0.052,0.008,0.3,
MCD,20160418,0.003,53,0.052,0.011,0.4,
MCD,20160419,0.002,38,0.043,0.017,0.4,
MCD,20160420,0.003,44,0.015,0.036,0.5,
MCD,20160421,0.002,25,0.028,0.022,0.5,
MCD,20160422,0.002,67,0.059,0.011,0.4,
MCD,20160423,0.005,157,0.038,0.025,0.6,
MCD,20160424,0.004,166,0.034,0.024,0.5,
MCD,20160425,0.004,105,0.04,0.03,0.5,
MCD,20160426,0.004,82,0.045,0.034,0.5,
MCD,20160427,0.002,36,0.046,0.013,0.4,
MCD,20160428,0.002,35,0.03,0.024,0.4,
MCD,20160429,0.003,49,0.041,0.019,0.4,
MCD,20160430,0.003,60,0.056,0.019,0.4,
GSD,20160401,0.004,57,0.029,0.018,0.4,
GSD,20160402,0.003,58,0.045,0.013,0.4,
GSD,20160403,0.003,71,0.054,0.005,0.3,
GSD,20160404,0.002,29,0.036,0.008,0.2,
GSD,20160405,0.003,38,0.043,0.014,0.2,
GSD,20160406,0.003,48,0.036,0.025,0.4,
GSD,20160407,0.002,19,0.052,0.009,0.3,
GSD,20160408,0.003,86,0.047,0.014,0.3,
GSD,20160409,0.004,132,0.071,0.012,0.4,
GSD,20160410,0.003,139,0.068,0.009,0.5,
GSD,20160411,0.002,52,0.048,0.009,0.3,
GSD,20160412,0.002,38,0.04,0.013,0.3,
GSD,20160413,0.002,20,0.017,0.019,0.3,
GSD,20160414,0.002,41,0.032,0.012,0.2,
GSD,20160415,0.002,40,0.031,0.018,0.4,
GSD,20160416,0.002,38,0.025,0.023,0.4,
GSD,20160417,0.002,30,0.051,0.004,0.2,
GSD,20160418,0.003,52,0.05,0.009,0.4,
GSD,20160419,0.002,36,0.042,0.01,0.3,
GSD,20160420,0.002,46,0.013,0.03,0.4,
GSD,20160421,0.002,28,0.026,0.017,0.3,
GSD,20160422,0.002,71,0.056,0.009,0.3,
GSD,20160423,0.003,138,0.043,0.01,0.4,
GSD,20160424,0.003,140,0.035,0.016,0.4,
GSD,20160425,0.004,81,0.039,0.022,0.4,
GSD,20160426,0.004,68,0.047,0.025,0.4,
GSD,20160427,0.002,36,0.043,0.01,0.2,
GSD,20160428,0.002,38,0.033,0.012,0.2,
GSD,20160429,0.002,54,0.039,0.014,0.3,
GSD,20160430,0.003,59,0.064,0.011,0.4,
NED,20160401,0.002,72,0.016,0.029,0.5,26
NED,20160402,0.002,72,0.03,0.019,0.4,32
NED,20160403,0.002,79,0.04,0.011,0.4,46
NED,20160404,0.002,32,0.028,0.011,0.3,19
NED,20160405,0.003,41,0.022,0.023,0.3,14
NED,20160406,0.003,57,0.025,0.028,0.4,21
NED,20160407,0.002,20,0.032,0.016,0.3,10
NED,20160408,0.003,84,0.03,0.018,0.3,32
